customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1573-8317,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,107.24,3341.64,No
C1574-2336,Male,0,No,No,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),58.64,4230.47,No
C1575-3865,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.01,6187.08,No
C1576-5933,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.15,319.54,No
C1577-8192,Female,1,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.03,2161.39,No
C1578-2016,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,112.66,8112.09,No
C1579-6406,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,101.66,211.18,Yes
C1580-3667,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.73,2098.13,No
C1581-2946,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.73,2212.19,No
C1582-5638,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,91.44,6580.41,No
C1583-4725,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.22,4622.63,Yes
C1584-6720,Male,1,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.07,4374.96,No
C1585-3858,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),96.04,4227.56,No
C1586-8408,Female,1,No,No,38,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.46,2708.89,No
C1587-1702,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,128.92,1404.16,No
C1588-8756,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.07,1248.05,No
C1589-1268,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),126.47,4948.11,Yes
C1590-7622,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),119.12,1790.53,No
C1591-4117,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),116.06,3013.13,No
C1592-4449,Male,0,No,No,4,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),82.23,338.85,Yes
C1593-1171,Female,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.56,598.32,No
C1594-7318,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.19,237.67,No
C1595-2489,Male,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,1039.35,No
C1596-6931,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),89.83,2618.52,No
C1597-7525,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.18,1329.47,No
C1598-8606,Male,1,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,78.77,1762.28,Yes
C1599-7372,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),124.77,1903.35,No
C1600-3713,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.22,1207.54,No
C1601-7646,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,72.71,1249.52,No
C1602-8432,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.79,1492.54,No
C1603-3854,Male,0,No,No,20,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.08,1686.66,No
C1604-2117,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,103.21,108.09,No
C1605-9009,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),132.89,7973.59,No
C1606-2331,Female,0,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,87.38,5342.98,No
C1607-6343,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),118.52,2845.53,No
C1608-3126,Male,1,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,104.4,7514.63,No
C1609-2134,Female,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.0,1636.3,No
C1610-7986,Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,79.62,2137.64,No
C1611-2293,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.76,3500.14,No
C1612-7031,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,100.75,2709.08,Yes
C1613-7237,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,50.12,708.38,No
C1614-1541,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.84,937.69,No
C1615-2556,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,90.11,523.0,No
C1616-8148,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.13,1288.62,No
C1617-5565,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,118.8,6185.5,No
C1618-2092,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.88,3807.96,No
C1619-9924,Male,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.35,1265.58,Yes
C1620-3384,Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.16,1928.87,Yes
C1621-1036,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.3,1257.25,No
C1622-9316,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49.5,1554.36,No
C1623-1149,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,98.83,5621.84,No
C1624-5979,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.14,2680.13,No
C1625-9936,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.33,464.38,Yes
C1626-6199,Male,1,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),85.07,1203.82,No
C1627-6261,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.84,2750.22,Yes
C1628-4493,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.66,717.93,No
C1629-2142,Female,1,Yes,No,19,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.45,1952.67,No
C1630-6153,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.39,1743.68,No
C1631-9074,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.94,1412.92,Yes
C1632-1819,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.92,726.67,Yes
C1633-8922,Male,0,No,No,51,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),83.88,4271.53,No
C1634-4735,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.87,248.44,No
C1635-5825,Male,0,Yes,Yes,34,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),87.76,2960.67,No
C1636-2488,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,80.74,1241.21,No
C1637-6595,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,80.52,2120.46,Yes
C1638-2640,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,84.97,5738.58,No
C1639-3458,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,119.23,7995.79,Yes
C1640-7493,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),106.99,5970.96,No
C1641-1454,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.39,3307.16,No
C1642-5024,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,110.0,7901.33,No
C1643-6350,Female,0,No,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.93,5053.95,No
C1644-2188,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.09,2815.88,No
C1645-3652,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),105.49,1065.16,Yes
C1646-4091,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.22,2306.54,No
C1647-6971,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),124.72,3474.52,No
C1648-9789,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49.56,3593.92,No
C1649-8525,Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,93.5,4476.18,No
C1650-2707,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),79.28,604.82,Yes
C1651-1163,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.95,3125.24,No
C1652-1467,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),116.48,6054.35,No
C1653-6360,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.42,1624.51,No
C1654-2406,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.91,1732.18,No
C1655-3081,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.26,5403.03,No
C1656-8625,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),125.39,1241.8,Yes
C1657-8864,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,118.89,1208.65,Yes
C1658-8550,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.8,1349.23,No
C1659-3282,Male,0,Yes,No,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.41,799.49,No
C1660-6576,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,97.83,2566.37,No
C1661-6496,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),111.93,3909.25,No
C1662-2667,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.85,7431.91,No
C1663-5981,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.9,2454.14,No
C1664-5726,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),107.67,2061.55,No
C1665-4565,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),53.57,1022.83,No
C1666-7764,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.38,2120.16,Yes
C1667-7097,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,111.24,1818.25,No
C1668-5793,Male,0,Yes,No,40,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,51.61,2063.89,No
C1669-7531,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.46,455.89,Yes
C1670-7867,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.88,3471.43,Yes
C1671-6101,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.22,2470.97,No
C1672-3408,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.19,527.32,No
C1673-7825,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.38,514.2,Yes
C1674-7457,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,140.27,838.51,No
C1675-9849,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),62.48,1873.2,No
C1676-2347,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),124.44,4218.59,No
C1677-4773,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.22,357.96,Yes
C1678-9317,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),112.33,334.92,Yes
C1679-5630,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),59.71,538.12,No
C1680-9482,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,96.6,947.89,No
C1681-1112,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.48,1036.83,No
C1682-1316,Male,1,Yes,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.5,2638.15,No
C1683-8163,Male,1,No,No,56,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),73.16,4142.53,No
C1684-4225,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.24,1907.21,No
C1685-5681,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.16,3908.98,No
C1686-4851,Male,0,No,No,55,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,3300.01,Yes
C1687-4671,Male,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.58,827.33,No
C1688-9454,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),129.51,5443.99,No
C1689-1846,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),112.36,5266.66,No
C1690-7949,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.06,353.86,No
C1691-9006,Male,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.49,6196.24,Yes
C1692-6916,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.31,3101.08,No
C1693-4554,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,125.51,1748.22,No
C1694-2439,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.96,184.23,Yes
C1695-7142,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),64.71,1967.61,No
C1696-5218,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),99.03,1886.59,Yes
C1697-2344,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,108.88,747.46,Yes
C1698-4236,Female,0,No,No,26,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.71,1762.44,No
C1699-9652,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.55,1728.0,No
C1700-3388,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),43.58,2161.96,No
C1701-2605,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.62,90.14,Yes
C1702-7137,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.66,1729.54,Yes
C1703-2795,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,96.78,2328.17,No
C1704-9278,Female,1,No,No,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,83.29,3576.92,No
C1705-8729,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.03,1497.0,No
C1706-9850,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,103.83,3625.74,No
C1707-9212,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.79,5467.5,No
C1708-3193,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.17,256.31,No
C1709-2909,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,117.28,709.68,No
C1710-4083,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.21,2075.21,No
C1711-5227,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.3,1418.43,Yes
C1712-8919,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,102.79,3794.26,No
C1713-7600,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,90.44,3360.02,No
C1714-6799,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,107.83,6688.32,No
C1715-8904,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.03,2025.88,Yes
C1716-6812,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,142.43,724.2,No
C1717-4411,Male,0,No,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),98.66,6133.09,No
C1718-4716,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),96.25,5747.78,No
